Tsp,Tsr,Pts (MW),Pnt (MW),Time,Tn,Tp,Q (m3/h),E (MWh),temp,dew,humidity,snowdepth,windspeed
16,75,0,0,11/6/2016 16:00,8.58,31.12,3.66,684300.9,18.8,8,49.61,0,9.4
18,75,0,0,11/6/2016 17:00,8.58,31.12,3.66,684300.9,19,8,48.84,0,13
17,75,0,0,11/6/2016 18:00,8.58,31.12,3.66,684300.9,18,8,52,0,7.6
16,75,0,0,11/6/2016 19:00,8.58,31.12,3.66,684300.9,17.9,8,52.27,0,10.6
17,75,0.011,2.289,11/6/2016 20:00,8.58,31.12,3.66,684300.9,18,8,52,0,7.6
16,75,0,0.023,11/6/2016 21:00,8.58,31.12,3.66,684300.9,16,9,63.16,0,9.4
15,75,0,0,11/6/2016 22:00,8.58,31.12,3.66,684300.9,16,8.9,62.7,0,7.3
14,75,0,0,11/6/2016 23:00,8.58,31.12,3.66,684300.9,15,8,62.94,0,7.6
16,75,0,0,11/7/2016 0:00,8.58,31.12,3.66,684300.9,15,9,67.32,0,7.6
15,75,0,0,11/7/2016 1:00,47.55,42,0.72,10139,16.1,7.9,58.36,0,7.5
14,75,0,0,11/7/2016 2:00,8.58,31.12,3.66,684300.9,15,8,62.94,0,3.6
13,76,0,0,11/7/2016 3:00,8.58,31.12,3.66,684300.9,15,8,62.94,0,3.6
14,75,0,0,11/7/2016 4:00,8.58,31.12,3.66,684300.9,14,8,67.13,0,5.3
13,76,0,0,11/7/2016 5:00,8.58,31.12,3.66,684300.9,14,8,67.14,0,7.6
13,81,2.099,1.349,11/7/2016 6:00,39.3,36.29,7.5,684300.9,14,9,71.84,0,5.4
12,82,0.777,0.897,11/7/2016 7:00,39.07,33.73,7.5,684300.9,12.9,10.9,87.36,0,9
13,81,0.793,0.853,11/7/2016 8:00,39.07,33.73,7.5,684300.9,14,12,87.75,0,7.6
15,80,0.644,0.977,11/7/2016 9:00,39.07,33.73,7.5,684300.9,16,13,82.38,0,7.6
16,80,0,0,11/7/2016 10:00,39.07,33.73,7.5,684300.9,15.9,13,82.5,0,5.3
17,80,0,0,11/7/2016 11:00,39.07,33.73,7.5,684300.9,16,13,82.38,0,3.6
19,80,0,0,11/7/2016 12:00,39.07,33.73,7.5,684300.9,18,12,67.96,0,11.2
20,80,0,0,11/7/2016 13:00,39.07,33.73,7.5,684300.9,19,11.9,63.54,0,5.3
21,80,0,0,11/7/2016 14:00,39.07,33.73,7.5,684300.9,20,12,59.99,0,3.6
20,80,0,0,11/7/2016 15:00,39.07,33.73,7.5,684300.9,20,12,59.99,0,1.8
18,80,0,0,11/7/2016 16:00,39.07,33.73,7.5,684300.9,19,11.9,63.68,0,3.6
17,80,0,0,11/7/2016 17:00,55.85,41.4,0,10143.9,18,12,67.96,0,5.4
16,80,0,0,11/7/2016 18:00,39.07,33.73,7.5,684300.9,15,11,76.99,0,14.8
15,75,0,0,11/7/2016 19:00,39.07,33.73,7.5,684300.9,15,9.1,67.69,0,26
12,77,0,1.948,11/7/2016 20:00,39.07,33.73,7.5,684300.9,13,7,66.93,0,27.7
12,77,0,0.098,11/7/2016 21:00,39.07,33.73,7.5,684300.9,13,6,62.47,0,20.5
10,79,0,0,11/7/2016 22:00,39.07,33.73,7.5,684300.9,10,9,93.41,0,21
10,79,0,0.023,11/7/2016 23:00,39.07,33.73,7.5,684300.9,10,9,93.5,0,16.6
10,79,0,0.014,11/8/2016 0:00,39.07,33.73,7.5,684300.9,10,9,93.5,0,20.5
10,79,0,0,11/8/2016 1:00,39.07,33.73,7.5,684300.9,10,9.8,98.9,0,12.3
10,79,0,0,11/8/2016 2:00,39.07,33.73,7.5,684300.9,10,9,93.5,0,16.6
9,81,0,0.022,11/8/2016 3:00,39.07,33.73,7.5,684300.9,9,9,100,0,14.8
9,81,0,0.016,11/8/2016 4:00,39.07,33.73,7.5,684300.9,9,8.9,99.66,0,14
8,82,0,0,11/8/2016 5:00,39.07,33.73,7.5,684300.9,9,8,93.45,0,24.1
9,81,2.247,3.205,11/8/2016 6:00,39.22,33.69,7.5,684300.9,9,8,93.45,0,11.2
8,82,0.824,0.992,11/8/2016 7:00,39.22,33.69,7.5,684300.9,9,8,93.55,0,14
9,81,0.559,0.993,11/8/2016 8:00,39.2,33.68,7.5,684300.9,9,8,93.45,0,16.6
9,81,0.717,1.236,11/8/2016 9:00,39.15,33.68,7.5,684300.9,9,8,93.45,0,7.6
9,81,0.833,0.624,11/8/2016 10:00,39.15,33.68,7.5,684300.9,9,8.9,99.66,0,15.9
10,79,0.457,1.023,11/8/2016 11:00,39.15,33.68,7.5,684300.9,10,8,87.38,0,18.4
10,79,0.83,1.041,11/8/2016 12:00,39.15,33.68,7.5,684300.9,10,9,93.5,0,18.4
10,79,0.475,0.841,11/8/2016 13:00,39.15,33.68,7.5,684300.9,10,8.9,93.28,0,24.3
10,79,0,0,11/8/2016 14:00,39.15,33.68,7.5,684300.9,10,9,93.5,0,18.4
10,79,0,0,11/8/2016 15:00,39.15,33.68,7.5,684300.9,10,9,93.5,0,14.8
9,81,1.71,2.191,11/8/2016 16:00,39.15,33.68,7.5,684300.9,10,9,93.55,0,7.3
10,79,0.58,1.114,11/8/2016 17:00,39.3,31.16,7.5,684300.9,10,9,93.5,0,5.4
10,79,0,1.929,11/8/2016 18:00,39.3,31.16,7.5,684300.9,10,9,93.5,0,3.6
10,79,0,1.175,11/8/2016 19:00,39.3,31.16,7.5,684300.9,10,9,93.64,0,12.3
10,79,0,0.204,11/8/2016 20:00,39.3,31.16,7.5,684300.9,10,9,93.5,0,3.6
10,79,0,1.027,11/8/2016 21:00,39.3,31.16,7.5,684300.9,10,8,87.38,0,16.6
10,79,0,0,11/8/2016 22:00,39.3,31.16,7.5,684300.9,9.9,9,93.64,0,7.6
10,79,0,0,11/8/2016 23:00,39.3,31.16,7.5,684300.9,10,9,93.5,0,9.4
10,79,0,0,11/9/2016 0:00,39.3,31.16,7.5,684300.9,10,9,93.5,0,14.8
10,79,0,0,11/9/2016 1:00,39.3,31.16,7.5,684300.9,9.9,8,87.99,0,11.1
9,81,0,0,11/9/2016 2:00,39.3,31.16,7.5,684300.9,9,9,100,0,9.4
9,81,0,0.022,11/9/2016 3:00,39.3,31.16,7.5,684300.9,9,9,100,0,25.9
9,81,0,0.011,11/9/2016 4:00,39.3,31.16,7.5,684300.9,9,8,93.59,0,10.6
9,81,0,0.011,11/9/2016 5:00,39.3,31.16,7.5,684300.9,9,8,93.45,0,20.5
8,82,0,3.502,11/9/2016 6:00,39.3,31.16,7.5,684300.9,9,8,93.45,0,18.4
8,82,1.627,1.05,11/9/2016 7:00,39.3,31.16,7.5,684300.9,8,7.9,99.61,0,19.3
8,82,0.81,0.984,11/9/2016 8:00,39.3,31.16,7.5,684300.9,8,7,93.4,0,18.4
8,82,0.615,0.944,11/9/2016 9:00,39.3,31.12,7.5,684300.9,8,7,93.4,0,20.5
8,82,0.647,1.064,11/9/2016 10:00,39.3,31.12,7.5,684300.9,8,6.9,93.18,0,19.3
8,82,0.718,0.998,11/9/2016 11:00,39.3,31.12,7.5,684300.9,8,7,93.4,0,24.1
8,82,0.739,0.901,11/9/2016 12:00,39.3,31.12,7.5,684300.9,8,6,87.19,0,25.9
7,83,0,0,11/9/2016 13:00,39.3,31.12,7.5,684300.9,7,5.9,92.8,0,28.2
7,83,0.36,0.697,11/9/2016 14:00,39.3,31.12,7.5,684300.9,6,5,93.3,0,31.7
6,84,0.922,0.731,11/9/2016 15:00,38.95,36.24,7.5,684300.9,6,4,87,0,35.3
5,85,0.756,1.085,11/9/2016 16:00,38.95,36.24,7.5,684300.9,5,3.9,92.55,0,32.3
5,85,0.653,0.864,11/9/2016 17:00,38.95,36.24,7.5,684300.9,5,3,86.9,0,31.7
5,85,0.756,0.77,11/9/2016 18:00,38.95,36.24,7.5,684300.9,5,3,86.9,0,25.9
5,85,0,0.898,11/9/2016 19:00,38.95,36.24,7.5,684300.9,4,2.9,92.49,0,22.9
5,85,0,0.625,11/9/2016 20:00,38.95,36.24,7.5,684300.9,4,2,86.8,0,13
5,85,0,0.892,11/9/2016 21:00,38.95,36.24,7.5,684300.9,4,2,86.8,0,7.6
5,85,0,0.013,11/9/2016 22:00,38.95,36.24,7.5,684300.9,4,2,86.68,0,7.6
5,85,0,0.012,11/9/2016 23:00,38.95,36.24,7.5,684300.9,3,1,86.7,0,1.8
5,85,0,0,11/10/2016 0:00,38.95,36.24,7.5,684300.9,4,2,86.8,0,3.6
5,85,0,0,11/10/2016 1:00,38.95,36.24,7.5,684300.9,4,2,86.72,0,3.6
5,85,0,0,11/10/2016 2:00,38.95,36.24,7.5,684300.9,3,2,93.14,0,3.6
5,85,0,0,11/10/2016 3:00,38.95,36.24,7.5,684300.9,4,3,93.19,0,1.8
5,85,0,0,11/10/2016 4:00,38.95,36.24,7.5,684300.9,4,2.9,92.63,0,0.3
5,85,0,0.022,11/10/2016 5:00,38.95,36.24,7.5,684300.9,4,3,93.19,0,0
5,85,1.505,0.959,11/10/2016 6:00,39.1,36.24,7.5,684300.9,4,3,93.19,0,0
5,85,0.573,1.019,11/10/2016 7:00,39.1,36.24,7.5,684300.9,4,3,93.19,0,0
7,83,0.752,1.084,11/10/2016 8:00,39.1,36.24,7.5,684300.9,5,3,86.9,0,1.8
7,83,0.569,1.012,11/10/2016 9:00,38.95,36.24,7.5,684300.9,6,3,81.07,0,1.8
7,83,0.805,0.9,11/10/2016 10:00,38.9,36.24,7.5,684300.9,6,3,80.96,0,5.3
9,81,0.756,0.853,11/10/2016 11:00,38.9,36.24,7.5,684300.9,7,3,75.68,0,3.6
8,82,0.785,0.893,11/10/2016 12:00,38.9,36.24,7.5,684300.9,7,3,75.68,0,1.8
8,82,0.72,0.811,11/10/2016 13:00,38.9,36.24,7.5,684300.9,7,3.9,80.8,0,3.6
8,82,0.746,0.834,11/10/2016 14:00,38.95,36.24,7.5,684300.9,7,4,81.21,0,1.8
7,83,0,0.675,11/10/2016 15:00,38.95,36.24,7.5,684300.9,7,4,81.21,0,3.6
7,83,0.912,1.235,11/10/2016 16:00,39.15,36.24,7.55,684300.9,6.9,4.1,81.83,0,3.6
8,82,0.33,0.926,11/10/2016 17:00,39.15,36.24,7.55,684300.9,7,5,87.09,0,1.8
7,83,0.9,0.958,11/10/2016 18:00,39.2,36.24,7.55,684300.9,6,5,93.3,0,1.8
7,83,0.725,1.078,11/10/2016 19:00,39.2,36.24,7.55,684300.9,6,5,93.02,0,0.3
7,83,0,1.004,11/10/2016 20:00,39.2,36.24,7.55,684300.9,6,5,93.3,0,3.6
7,83,0,0.507,11/10/2016 21:00,39.2,36.24,7.55,684300.9,6,5,93.3,0,1.8
7,83,0,0,11/10/2016 22:00,39.2,36.24,7.55,684300.9,6,4.9,92.93,0,5.4
6,84,0,0.02,11/10/2016 23:00,39.2,36.24,7.55,684300.9,5,4,93.25,0,0
5,85,0,0,11/11/2016 0:00,39.2,36.24,7.55,684300.9,4,4,100,0,3.6
5,85,0,0,11/11/2016 1:00,39.2,36.24,7.55,684300.9,4,2.9,93.1,0,1.9
5,85,0,0,11/11/2016 2:00,39.2,36.24,7.55,684300.9,3,3,100,0,3.6
5,85,0,0,11/11/2016 3:00,39.2,36.24,7.55,684300.9,4,3,93.19,0,1.8
5,85,0,0,11/11/2016 4:00,39.2,36.24,7.55,684300.9,3,2,93.15,0,1.9
4,87,0,0,11/11/2016 5:00,0,0,7.55,684300.9,4,3,93.19,0,3.6
5,85,0.419,3.896,11/11/2016 6:00,0,0,7.55,684300.9,4,4,100,0,1.8
5,85,0,1.33,11/11/2016 7:00,39.2,36.24,7.55,684300.9,3.9,3.9,99.6,0,3.6
6,84,0,1.144,11/11/2016 8:00,39.2,36.24,7.55,684300.9,4,4,100,0,9.4
6,84,0,0.701,11/11/2016 9:00,39.2,36.24,7.55,684300.9,5,5,100,0,3.6
7,83,0,0.905,11/11/2016 10:00,39.2,36.24,7.55,684300.9,5,5,99.74,0,3.6
9,81,0,0.82,11/11/2016 11:00,39.2,36.24,7.55,684300.9,7,6,93.35,0,1.8
10,79,0,0,11/11/2016 12:00,39.2,36.24,7.55,684300.9,10,10,100,0,1.8
13,76,0,0,11/11/2016 13:00,39.2,36.24,7.55,684300.9,13.9,7.9,66.88,0,3.6
14,75,0,0,11/11/2016 14:00,39.2,36.24,7.55,684300.9,16,6,51.47,0,5.4
15,75,0,0,11/11/2016 15:00,39.2,36.24,7.55,684300.9,16,4,44.77,0,5.4
13,76,0,0,11/11/2016 16:00,39.2,36.24,7.55,684300.9,14,4,50.99,0,5.3
11,78,0,0.629,11/11/2016 17:00,39.2,36.24,7.55,684300.9,13,4,54.35,0,9.4
10,79,0,1.763,11/11/2016 18:00,3.36,36.24,156.48,684300.9,11,4,62.01,0,9.4
10,79,0,2.041,11/11/2016 19:00,3.36,36.24,156.48,684300.9,10,3,62.02,0,7.3
10,79,0,0.326,11/11/2016 20:00,3.36,36.24,5.44,684300.9,10,3,61.77,0,9.4
11,78,0.237,0,11/11/2016 21:00,3.36,36.24,5.44,684300.9,12,3,54.09,0,7.6
10,79,0,0,11/11/2016 22:00,3.36,36.24,5.44,684300.9,11,5,66.56,0,12.5
11,78,0,0,11/11/2016 23:00,3.36,36.24,5.44,684300.9,12,5,62.24,0,9.4
11,78,0,0,11/12/2016 0:00,3.36,36.24,5.44,684300.9,12,4,58.04,0,18.4
12,77,0,0,11/12/2016 1:00,3.36,36.24,5.44,684300.9,12,4.1,58.35,0,12.8
12,77,0,0,11/12/2016 2:00,3.36,36.24,0.32,684300.9,12,5,62.24,0,11.2
12,77,0,0,11/12/2016 3:00,3.36,36.24,0.32,684300.9,12,5,62.24,0,18.4
11,78,0,0,11/12/2016 4:00,53.11,43.11,0,10192.6,12,6,66.81,0,25.3
11,78,0,0,11/12/2016 5:00,3.36,36.24,0.32,684300.9,11,6,71.27,0,25.9
11,78,0,0,11/12/2016 6:00,3.36,36.24,0.32,684300.9,12,6,66.71,0,22.3
11,78,0,0.84,11/12/2016 7:00,3.36,36.24,0.32,684300.9,11.9,5,62.55,0,23.1
12,77,0.596,0.721,11/12/2016 8:00,3.36,36.24,0.32,684300.9,14,6,58.54,0,20.5
14,75,0,0.884,11/12/2016 9:00,3.36,36.24,0.32,684300.9,14,6,58.54,0,24.1
14,75,0,0,11/12/2016 10:00,3.36,36.24,0.32,684300.9,13.9,6,58.93,0,24.8
12,77,0,0.934,11/12/2016 11:00,3.36,36.24,0.32,684300.9,14,7,62.71,0,22.3
11,78,0,0.624,11/12/2016 12:00,3.36,36.24,0.32,684300.9,12,9,81.87,0,13
11,78,0,0,11/12/2016 13:00,3.36,36.24,0.32,684300.9,11,9.9,93.3,0,17.6
10,79,0,0,11/12/2016 14:00,3.36,36.24,0.32,684300.9,11,10,93.55,0,14.8
10,79,0.693,0.35,11/12/2016 15:00,3.36,36.24,0.32,684300.9,10,9,93.5,0,5.4
9,81,0,1.105,11/12/2016 16:00,3.36,36.24,0.32,684300.9,9,8,93.59,0,3.6
9,81,0,0.648,11/12/2016 17:00,3.36,36.24,0.32,684300.9,10,9,93.5,0,3.6
9,81,0,0.687,11/12/2016 18:00,39.2,36.24,0.32,684300.9,9,8,93.45,0,3.6
8,82,0,0.496,11/12/2016 19:00,3.36,36.24,0.32,684300.9,8,8,99.6,0,3.6
8,82,0,1.195,11/12/2016 20:00,3.36,36.24,0.32,684300.9,9,8,93.45,0,5.4
7,83,0,1.281,11/12/2016 21:00,3.36,36.24,0.32,684300.9,8,7,93.4,0,35.2
6,84,0,0.468,11/12/2016 22:00,3.36,36.24,0.32,684300.9,6,4.9,92.83,0,19.5
6,84,0,0,11/12/2016 23:00,3.36,36.24,0.32,684300.9,6,5,93.29,0,11.2
5,85,0,0,11/13/2016 0:00,72.05,54.8,0,10199.1,6,4,87,0,22.3
5,85,0,0,11/13/2016 1:00,3.36,36.24,0.32,684300.9,5.9,2.9,81.08,0,9.5
4,87,0,0,11/13/2016 2:00,3.36,36.24,0.32,684300.9,5,2,80.94,0,14.8
5,85,0,0,11/13/2016 3:00,3.36,36.24,0.32,684300.9,5,0,70.09,0,18.4
5,85,0,0,11/13/2016 4:00,3.36,36.24,0.32,684300.9,5,0,70.33,0,12.6
5,85,0,0,11/13/2016 5:00,3.36,36.24,0.32,684300.9,5,0,70.11,0,20.5
4,87,0,0,11/13/2016 6:00,3.36,36.24,0.32,684300.9,4,0,75.17,0,27.7
4,87,0,1.346,11/13/2016 7:00,3.36,36.24,0.32,684300.9,4,-0.1,74.86,0,26.5
5,85,0,0.933,11/13/2016 8:00,3.36,36.24,0.32,684300.9,4,-1,69.88,0,14.8
5,85,0,1.027,11/13/2016 9:00,3.36,36.24,0.32,684300.9,5,-1,65.16,0,22.3
5,85,0,1.032,11/13/2016 10:00,3.36,36.24,0.32,684300.9,5,-2,60.85,0,23.2
6,84,0,0.956,11/13/2016 11:00,3.36,36.24,0.32,684300.9,6,-3,52.46,0,18.4
8,82,0,1.009,11/13/2016 12:00,3.36,36.24,0.32,684300.9,8,-3,45.74,0,37.1
8,82,0,0,11/13/2016 13:00,3.36,36.24,0.32,684300.9,7.9,-3,45.94,0,30.7
8,82,0.825,0.498,11/13/2016 14:00,3.36,36.24,0.32,684300.9,7,-4,45.45,0,25.9
7,86,0,1.145,11/13/2016 15:00,3.36,36.24,0.32,684300.9,7,-4,45.45,0,20.5
6,87,0,0.81,11/13/2016 16:00,3.36,36.24,0.32,684300.9,5.9,-4,48.94,0,16.1
4,87,0,1.367,11/13/2016 17:00,3.36,36.24,0.32,684300.9,4,-4,55.96,0,9.4
3,88,0,0.824,11/13/2016 18:00,3.36,36.24,0.32,684300.9,2,-3,69.47,0,11.2
2,89,0,0.698,11/13/2016 19:00,3.36,36.24,0.32,684300.9,2,-2,74.61,0,17.5
2,89,0,0.994,11/13/2016 20:00,79.15,62.85,28.44,10206.1,2,-3,69.47,0,14.8
2,89,0,0.115,11/13/2016 21:00,3.36,36.24,0.32,684300.9,2,-3,69.47,0,11.2
2,89,0,0,11/13/2016 22:00,3.36,36.24,0.32,684300.9,1.9,-3,69.92,0,8.9
1,90,0,0,11/13/2016 23:00,73.6,58.32,0,10206.6,1,-3,74.63,0,3.6
2,89,0,0,11/14/2016 0:00,69.93,55.66,0,10206.6,1,-2,80.37,0,5.4
3,88,0,0,11/14/2016 1:00,66.75,53.08,0,10206.6,1.9,-2.1,74.9,0,0
2,89,0,0,11/14/2016 2:00,63.85,50.98,0,10206.6,1,-2,80.37,0,3.6
2,89,0,0,11/14/2016 3:00,61.26,49.05,0,10206.6,1,-2,80.37,0,1.8
1,90,0,0,11/14/2016 4:00,58.9,47.29,0,10206.6,0,-3,80.15,0,5.3
2,89,4.579,0.118,11/14/2016 5:00,39.2,36.24,0.32,684300.9,0,-2,86.39,0,3.6
1,88,1.895,1.85,11/14/2016 6:00,39.15,36.24,7.55,684300.9,0,-2,86.39,0,3.6
1,90,1.445,2.531,11/14/2016 7:00,39.15,36.24,7.55,684300.9,0,-2.1,85.72,0,3.6
2,89,1.093,1.11,11/14/2016 8:00,39.2,36.24,5.13,684300.9,1,-2,80.37,0,9.4
3,88,0.933,1.291,11/14/2016 9:00,39.15,36.24,5.13,684300.9,2,-2,74.81,0,14.8
3,88,1.255,1.148,11/14/2016 10:00,39.15,36.24,5.13,684300.9,2.9,-2.1,69.41,0,12.5
5,85,1.256,1.254,11/14/2016 11:00,39.15,36.24,5.13,684300.9,4,-4,55.96,0,13
5,85,0.813,1.138,11/14/2016 12:00,39.12,36.24,5.13,684300.9,4,-4,55.96,0,16.6
5,85,1.035,1.103,11/14/2016 13:00,39.09,36.24,5.13,684300.9,4,-4.1,55.9,0,18.1
4,87,1.469,1.186,11/14/2016 14:00,39.09,36.24,5.13,684300.9,4,-4,55.96,0,20.5
4,87,1.107,0.725,11/14/2016 15:00,38.98,36.24,5.13,684300.9,4,-4,55.96,0,13
3,88,0.631,1.021,11/14/2016 16:00,38.98,36.24,5.13,684300.9,16.9,6.1,49.13,0,14.2
3,88,1.541,0.937,11/14/2016 17:00,38.98,36.24,5.13,684300.9,14.1,5.2,55.2,0,13.2
3,88,0.911,1.903,11/14/2016 18:00,39.06,36.24,5.13,684300.9,12,6,66.71,0,5.4
3,88,1.142,1.316,11/14/2016 19:00,39.06,36.24,5.13,684300.9,2.9,-3.1,64.63,0,10.9
3,88,0.42,0.472,11/14/2016 20:00,39.06,36.24,5.13,684300.9,2,-2,74.81,0,5.4
3,88,0,1.087,11/14/2016 21:00,39.06,36.24,5.13,684300.9,2,-2,74.81,0,5.4
3,88,0,0.018,11/14/2016 22:00,39.06,36.24,5.13,684300.9,2,-2.1,74.34,0,5.5
3,88,0,0.018,11/14/2016 23:00,39.06,36.24,5.13,684300.9,2,-2,74.81,0,7.6
3,88,0,0.013,11/15/2016 0:00,39.06,36.24,5.13,684300.9,2,-2,74.81,0,11.2
2,89,0,0,11/15/2016 1:00,39.06,36.24,5.13,684300.9,2,-2.1,74.5,0,9.2
2,89,0,0.012,11/15/2016 2:00,39.06,36.24,5.13,684300.9,2,-3,69.47,0,16.6
2,89,0,0.018,11/15/2016 3:00,39.06,36.24,5.13,684300.9,1,-2,80.37,0,9.4
1,90,0,0.017,11/15/2016 4:00,39.06,36.24,5.13,684300.9,1,-3,74.64,0,10.6
2,89,0,0.016,11/15/2016 5:00,39.06,36.24,5.13,684300.9,1,-3,74.63,0,5.4
2,89,1.797,1.417,11/15/2016 6:00,39.05,36.24,7.5,684300.9,1,-2,80.37,0,3.6
2,89,1.52,1.619,11/15/2016 7:00,39.1,36.24,7.5,684300.9,1,-2.1,79.92,0,1.9
2,89,1.192,1.352,11/15/2016 8:00,39.2,36.24,7.5,684300.9,1,-2,80.37,0,5.4
3,88,0.87,1.129,11/15/2016 9:00,39.2,36.24,0,684300.9,2,-2,74.81,0,5.4
3,88,0.876,1.477,11/15/2016 10:00,39.2,36.24,5.13,684300.9,1,-1.3,84.69,0,8.9
3,88,0.621,1.075,11/15/2016 11:00,39.05,36.24,5.13,684300.9,2,-1,80.51,0,13
3,88,1.273,1.038,11/15/2016 12:00,39,36.24,5.13,684300.9,2,-1,80.51,0,9.4
3,88,1.054,1.066,11/15/2016 13:00,39,36.24,5.13,684300.9,2,-2,74.89,0,10.6
3,88,0.797,1.078,11/15/2016 14:00,39,36.24,5.13,684300.9,2,-2,74.81,0,9.4
3,88,0.563,1.119,11/15/2016 15:00,38.96,36.24,5.13,684300.9,2,-2,74.81,0,11.2
3,88,0.714,1.001,11/15/2016 16:00,38.96,36.24,5.13,684300.9,2,-2,74.93,0,10.6
3,88,0.769,1.081,11/15/2016 17:00,38.94,36.24,5.13,684300.9,2,-2,74.81,0,5.4
3,88,0.512,0.926,11/15/2016 18:00,38.94,36.24,5.13,684300.9,2,-2,74.81,0,1.8
3,88,0,1.738,11/15/2016 19:00,38.94,36.24,5.13,684300.9,2,-1.1,80.18,0,1.8
3,88,0,0.824,11/15/2016 20:00,38.94,36.24,5.13,684300.9,2,-1,80.51,0,0
3,88,0,1.348,11/15/2016 21:00,38.94,36.24,5.13,684300.9,2,-1,80.51,0,1.8
3,88,0,0,11/15/2016 22:00,38.94,36.24,5.13,684300.9,1.9,-1.1,80.51,0,1.9
3,88,0,0,11/15/2016 23:00,38.94,36.24,5.13,684300.9,1,-1,86.49,0,0
3,88,0,0,11/16/2016 0:00,38.94,36.24,5.13,684300.9,1,-1,86.49,0,0
3,88,0,0,11/16/2016 1:00,38.94,36.24,5.13,684300.9,1,-1.1,86.18,0,0.3
3,88,0,0,11/16/2016 2:00,38.94,36.24,5.13,684300.9,1,-1,86.49,0,1.8
2,89,0,0,11/16/2016 3:00,38.94,36.24,5.13,684300.9,1,-1,86.49,0,1.8
3,88,0,0.012,11/16/2016 4:00,38.94,36.24,5.13,684300.9,1,-1.1,86.06,0,0.3
0,91,0,0.003,11/16/2016 5:00,38.94,36.24,5.13,684300.9,0,-2,86.39,0,11.2
0,90,1.671,2.584,11/16/2016 6:00,39.15,36.24,7.55,684300.9,-1,-3,86.29,0,5.4
0,91,1.894,1.953,11/16/2016 7:00,39.15,36.24,7.55,684300.9,-1.1,-3.1,86.2,0,7.3
0,91,1.436,1.146,11/16/2016 8:00,39.15,36.24,7.55,684300.9,0,-3,80.22,0,11.2
3,88,0.929,1.186,11/16/2016 9:00,39.12,36.24,7.55,684300.9,3,-3,64.7,0,5.4
4,87,0.785,1.48,11/16/2016 10:00,39.08,36.24,7.55,684300.9,3.9,-4,56.32,0,8.9
5,85,0.743,1.29,11/16/2016 11:00,39.08,36.24,7.55,684300.9,4,-4,55.96,0,7.6
6,84,1.14,1.228,11/16/2016 12:00,39.03,36.24,7.55,684300.9,5,-4,52.18,0,5.4
7,83,0.256,0.791,11/16/2016 13:00,38.97,36.24,7.55,684300.9,5,-4,52.18,0,5.3
7,83,0.724,1.222,11/16/2016 14:00,38.97,36.24,7.55,684300.9,6,-4,48.68,0,3.6
7,83,0.503,1.077,11/16/2016 15:00,38.97,36.24,7.55,684300.9,6,-3,52.46,0,3.6
5,85,0.514,0.993,11/16/2016 16:00,38.97,36.24,7.55,684300.9,4.9,-4,52.59,0,1.8
5,85,0.523,1.082,11/16/2016 17:00,38.97,36.24,7.55,684300.9,4,-3,60.3,0,3.6
5,85,0.614,1.168,11/16/2016 18:00,38.97,36.24,7.55,684300.9,4,-3,60.3,0,0
4,87,0,0.924,11/16/2016 19:00,38.97,36.24,7.55,684300.9,3.9,-2,65.34,0,3.6
5,85,0,0.901,11/16/2016 20:00,38.97,36.24,7.55,684300.9,4,-1,69.88,0,3.6
5,85,0,1.196,11/16/2016 21:00,38.97,36.24,7.55,684300.9,4,-1,69.88,0,1.8
5,85,0,0,11/16/2016 22:00,38.97,36.24,7.55,684300.9,4,0,75.12,0,1.8
5,85,0,0,11/16/2016 23:00,38.97,36.24,7.55,684300.9,4,-1,69.88,0,3.6
5,85,0,0,11/17/2016 0:00,38.97,36.24,7.55,684300.9,4,-1,69.88,0,5.4
5,85,0,0,11/17/2016 1:00,38.97,36.24,7.55,684300.9,4,-0.9,70.41,0,5.4
3,88,0,0,11/17/2016 2:00,38.97,36.24,7.55,684300.9,2,-1,80.51,0,3.6
3,88,0,0,11/17/2016 3:00,60.19,51.78,0,10263.1,2,-1,80.51,0,5.4
4,87,0,0,11/17/2016 4:00,38.97,36.24,7.55,684300.9,3,-0.9,75.63,0,3.6
4,87,0,0,11/17/2016 5:00,38.97,36.24,7.55,684300.9,3,0,80.66,0,3.6
5,85,1.434,2.332,11/17/2016 6:00,39.15,36.24,7.55,684300.9,4,-1,69.88,0,3.6
5,85,1.725,2.083,11/17/2016 7:00,39.17,36.24,7.55,684300.9,4,0,75.49,0,3.6
5,85,1.172,1.314,11/17/2016 8:00,39.17,36.24,7.55,684300.9,5,1,75.34,0,5.4
6,84,0.726,1.138,11/17/2016 9:00,39.1,36.24,7.55,684300.9,7,0,61.04,0,5.4
8,82,1.121,0.888,11/17/2016 10:00,39.1,36.24,7.55,684300.9,8,-1,53.06,0,5.3
9,81,0.736,0.931,11/17/2016 11:00,39.1,36.24,7.55,684300.9,10,0,49.82,0,3.6
11,78,0,0,11/17/2016 12:00,39.1,36.24,7.55,684300.9,12,0,43.62,0,5.4
13,76,0,0.023,11/17/2016 13:00,39.1,36.24,7.55,684300.9,13.9,0.9,41.15,0,3.6
14,75,0,0.023,11/17/2016 14:00,39.1,36.24,7.55,684300.9,15,1,38.57,0,3.6
14,75,0,0.018,11/17/2016 15:00,39.1,36.24,7.55,684300.9,16,1,36.18,0,5.4
12,77,0,0.018,11/17/2016 16:00,39.1,36.24,7.55,684300.9,13.9,0,38.75,0,3.6
