Tsp,Tsr,Pts (MW),Pnt (MW),Time,Tn,Tp,Q (m3/h),E (MWh),temp,dew,humidity,snowdepth,windspeed
15,75,0,0,5/10/2016 7:00,11.14,10.64,2.56,684300.9,11,10,93.55,0,1.8
18,75,0,0,5/10/2016 8:00,11.14,10.64,2.56,684300.9,13.9,9.9,76.62,0,7.5
20,75,0,0,5/10/2016 9:00,11.14,10.64,2.56,684300.9,15,10,72.03,0,3.6
18,75,0,0,5/10/2016 10:00,39.3,5.52,5.12,690854.5,17,11,67.76,0,1.8
18,75,0,0,5/10/2016 11:00,39.3,5.52,5.12,690854.5,16.1,10.9,71.21,0,5.3
22,75,0,0,5/10/2016 12:00,39.3,5.52,5.12,690854.5,16,12,77.15,0,1.8
25,75,0,0,5/10/2016 13:00,39.3,5.52,5.12,690854.5,19,13,68.17,0,1.8
25,75,0,0,5/10/2016 14:00,39.3,5.52,5.12,690854.5,20.9,11.8,56.12,0,1.9
21,75,0,0,5/10/2016 15:00,39.3,5.52,5.12,690854.5,21,10,49.39,0,5.4
18,75,0,0,5/10/2016 16:00,19.08,18.97,0,9873.2,19,11,59.75,0,13
16,75,0,0,5/10/2016 17:00,39.3,5.52,5.12,690854.5,18,10.9,63.48,0,3.6
15,75,0,0,5/10/2016 18:00,39.3,5.52,5.12,690854.5,16,12,77.15,0,3.6
14,75,0,0,5/10/2016 19:00,39.3,5.52,5.12,690854.5,15,12,82.26,0,3.6
14,75,0,0,5/10/2016 20:00,39.3,5.52,5.12,690854.5,14,12,87.75,0,7.3
14,75,0,0,5/10/2016 21:00,39.3,5.52,5.12,690854.5,13,11,87.66,0,9.4
14,75,0,0,5/10/2016 22:00,18.9,18.84,0,9873.2,13,12,93.65,0,7.6
14,75,0,0,5/10/2016 23:00,39.3,5.52,5.12,690854.5,13,12,93.65,0,3.6
13,76,0,0,5/11/2016 0:00,39.3,5.52,5.12,690854.5,12,12,100,0,0
13,76,0,0,5/11/2016 1:00,39.3,5.52,5.12,690854.5,13,12,93.65,0,3.6
12,77,0,0,5/11/2016 2:00,39.3,5.52,5.12,690854.5,13,12,93.65,0,3.6
0,0,0,0,5/11/2016 3:00,0,0,0,0,10.1,10,99.62,0,1.7
0,0,0,0,5/11/2016 4:00,0,0,0,0,10,10,100,0,1.8
0,0,0,0,5/11/2016 5:00,0,0,0,0,10,9.9,99.66,0,1.8
0,0,0,0,5/11/2016 6:00,0,0,0,0,11,11,100,0,5.4
0,0,0,0,5/11/2016 7:00,0,0,0,0,12,12,100,0,5.4
0,0,0,0,5/11/2016 8:00,0,0,0,0,12,11.9,99.66,0,5.3
0,0,0,0,5/11/2016 9:00,0,0,0,0,13,13,100,0,5.4
0,0,0,0,5/11/2016 10:00,0,0,0,0,17,14,82.5,0,3.6
0,0,0,0,5/11/2016 11:00,0,0,0,0,19,14.7,76.56,0,3.6
0,0,0,0,5/11/2016 12:00,0,0,0,0,21,14,64.28,0,9.4
0,0,0,0,5/11/2016 13:00,0,0,0,0,22,14,60.46,0,5.4
0,0,0,0,5/11/2016 14:00,0,0,0,0,22.1,13.8,59.58,0,9.2
0,0,0,0,5/11/2016 15:00,0,0,0,0,22,13,56.65,0,3.6
0,0,0,0,5/11/2016 16:00,0,0,0,0,21,14,64.28,0,5.4
0,0,0,0,5/11/2016 17:00,0,0,0,0,21,13.8,63.55,0,7.3
0,0,0,0,5/11/2016 18:00,0,0,0,0,20,15,72.93,0,3.6
0,0,0,0,5/11/2016 19:00,0,0,0,0,18,16,88.1,0,1.8
0,0,0,0,5/11/2016 20:00,0,0,0,0,17,16,93.57,0,9.2
0,0,0,0,5/11/2016 21:00,0,0,0,0,16,15,93.78,0,14.7
0,0,0,0,5/11/2016 22:00,0,0,0,0,16,15,93.79,0,12.9
0,0,0,0,5/11/2016 23:00,0,0,0,0,16,14.9,93.58,0,8.9
0,0,0,0,5/12/2016 0:00,0,0,0,0,16,15,93.79,0,13
0,0,0,0,5/12/2016 1:00,0,0,0,0,16,14,87.92,0,11.2
0,0,0,0,5/12/2016 2:00,0,0,0,0,15,13.9,93.4,0,5.3
0,0,0,0,5/12/2016 3:00,0,0,0,0,15,14,93.74,0,5.4
0,0,0,0,5/12/2016 4:00,0,0,0,0,15,14,93.74,0,3.6
0,0,0,0,5/12/2016 5:00,0,0,0,0,14,13.9,99.3,0,3.6
0,0,0,0,5/12/2016 6:00,0,0,0,0,15,14,93.74,0,3.6
0,0,0,0,5/12/2016 7:00,0,0,0,0,15,15,100,0,1.8
0,0,0,0,5/12/2016 8:00,0,0,0,0,16.9,15.9,93.41,0,7.3
0,0,0,0,5/12/2016 9:00,0,0,0,0,18,16,88.1,0,7.6
0,0,0,0,5/12/2016 10:00,0,0,0,0,19,16,82.75,0,5.4
0,0,0,0,5/12/2016 11:00,0,0,0,0,19.9,15.9,77.48,0,5.3
0,0,0,0,5/12/2016 12:00,0,0,0,0,20,16,77.76,0,9.4
0,0,0,0,5/12/2016 13:00,0,0,0,0,20,16,77.76,0,14.8
0,0,0,0,5/12/2016 14:00,0,0,0,0,20,15.9,77.16,0,7.5
0,0,0,0,5/12/2016 15:00,0,0,0,0,20,15,72.93,0,9.4
0,0,0,0,5/12/2016 16:00,0,0,0,0,19,16,82.75,0,5.4
0,0,0,0,5/12/2016 17:00,0,0,0,0,19,17.9,93.7,0,5.3
0,0,0,0,5/12/2016 18:00,0,0,0,0,18,17,93.88,0,9.4
0,0,0,0,5/12/2016 19:00,0,0,0,0,17,17,100,0,5.4
0,0,0,0,5/12/2016 20:00,0,0,0,0,16.1,16,99.76,0,3.6
0,0,0,0,5/12/2016 21:00,0,0,0,0,17,16,93.84,0,5.4
0,0,0,0,5/12/2016 22:00,0,0,0,0,16,16,100,0,5.4
0,0,0,0,5/12/2016 23:00,0,0,0,0,16,15.9,99.81,0,7.3
0,0,0,0,5/13/2016 0:00,0,0,0,0,16,15,93.79,0,13
0,0,0,0,5/13/2016 1:00,0,0,0,0,16,15,93.79,0,3.6
0,0,0,0,5/13/2016 2:00,0,0,0,0,14.9,14.9,99.86,0,1.8
0,0,0,0,5/13/2016 3:00,0,0,0,0,14,14,100,0,3.6
0,0,0,0,5/13/2016 4:00,0,0,0,0,12,12,100,0,5.4
0,0,0,0,5/13/2016 5:00,0,0,0,0,11.1,10.2,93.88,0,1.9
0,0,0,0,5/13/2016 6:00,0,0,0,0,12,12,100,0,1.8
0,0,0,0,5/13/2016 7:00,0,0,0,0,15,15,100,0,5.4
0,0,0,0,5/13/2016 8:00,0,0,0,0,16.8,14.9,88.21,0,5.3
0,0,0,0,5/13/2016 9:00,0,0,0,0,18,15,82.63,0,5.4
0,0,0,0,5/13/2016 10:00,0,0,0,0,20,15,72.93,0,7.6
0,0,0,0,5/13/2016 11:00,0,0,0,0,21,12.9,59.94,0,5.5
0,0,0,0,5/13/2016 12:00,0,0,0,0,22,12,53.05,0,16.6
0,0,0,0,5/13/2016 13:00,0,0,0,0,23,11,46.73,0,14.8
0,0,0,0,5/13/2016 14:00,0,0,0,0,22.1,9.9,45.94,0,10.9
0,0,0,0,5/13/2016 15:00,0,0,0,0,24,10,41.16,0,14.8
0,0,0,0,5/13/2016 16:00,0,0,0,0,22,9,43.44,0,14.8
0,0,0,0,5/13/2016 17:00,0,0,0,0,21,11.8,55.45,0,7.6
0,0,0,0,5/13/2016 18:00,0,0,0,0,22,10,46.45,0,11.2
0,0,0,0,5/13/2016 19:00,0,0,0,0,20,8,45.9,0,11.2
0,0,0,0,5/13/2016 20:00,0,0,0,0,18,7,48.33,0,14.5
0,0,0,0,5/13/2016 21:00,0,0,0,0,15,7,58.78,0,9.4
0,0,0,0,5/13/2016 22:00,0,0,0,0,14,7,62.71,0,5.4
0,0,0,0,5/13/2016 23:00,0,0,0,0,14.1,7.9,66.35,0,0.3
0,0,0,0,5/14/2016 0:00,0,0,0,0,14,9,71.84,0,7.6
0,0,0,0,5/14/2016 1:00,0,0,0,0,16,8,59.03,0,11.2
0,0,0,0,5/14/2016 2:00,0,0,0,0,16,7.9,58.82,0,10.6
0,0,0,0,5/14/2016 3:00,0,0,0,0,15,8,62.94,0,3.6
0,0,0,0,5/14/2016 4:00,0,0,0,0,14,8,67.14,0,13
0,0,0,0,5/14/2016 5:00,0,0,0,0,14,8.8,70.73,0,3.6
0,0,0,0,5/14/2016 6:00,0,0,0,0,14,9,71.84,0,3.6
0,0,0,0,5/14/2016 7:00,0,0,0,0,14,10,76.83,0,7.6
0,0,0,0,5/14/2016 8:00,0,0,0,0,16,8.8,62.57,0,9.2
0,0,0,0,5/14/2016 9:00,0,0,0,0,16,10,67.55,0,11.2
0,0,0,0,5/14/2016 10:00,0,0,0,0,17,10,63.39,0,9.4
0,0,0,0,5/14/2016 11:00,0,0,0,0,18,9.8,58.72,0,7.5
0,0,0,0,5/14/2016 12:00,0,0,0,0,20,11,56.15,0,5.4
0,0,0,0,5/14/2016 13:00,0,0,0,0,22,9,43.44,0,20.5
0,0,0,0,5/14/2016 14:00,0,0,0,0,20,7.9,45.65,0,16.4
0,0,0,0,5/14/2016 15:00,0,0,0,0,20,10,52.53,0,20.5
0,0,0,0,5/14/2016 16:00,0,0,0,0,20,8,45.9,0,22.3
0,0,0,0,5/14/2016 17:00,0,0,0,0,18,7.9,51.41,0,16.4
0,0,0,0,5/14/2016 18:00,0,0,0,0,16,8,59.03,0,9.4
0,0,0,0,5/14/2016 19:00,0,0,0,0,17,8,55.39,0,11.2
0,0,0,0,5/14/2016 20:00,0,0,0,0,16,8.8,62.38,0,9.2
0,0,0,0,5/14/2016 21:00,0,0,0,0,16,9,63.16,0,5.4
0,0,0,0,5/14/2016 22:00,0,0,0,0,14,9,71.84,0,5.4
0,0,0,0,5/14/2016 23:00,0,0,0,0,14,8.9,71.35,0,7.3
0,0,0,0,5/15/2016 0:00,0,0,0,0,14,9,71.84,0,3.6
0,0,0,0,5/15/2016 1:00,0,0,0,0,13,10,82,0,1.8
0,0,0,0,5/15/2016 2:00,0,0,0,0,13.9,9,72.2,0,0
0,0,0,0,5/15/2016 3:00,0,0,0,0,13,10,82,0,1.8
0,0,0,0,5/15/2016 4:00,0,0,0,0,12,10,87.56,0,1.8
0,0,0,0,5/15/2016 5:00,0,0,0,0,11.9,9.9,87.28,0,1.8
0,0,0,0,5/15/2016 6:00,0,0,0,0,13,10,82,0,5.4
0,0,0,0,5/15/2016 7:00,0,0,0,0,15,11,77,0,5.4
0,0,0,0,5/15/2016 8:00,0,0,0,0,16.9,9.8,63.04,0,5.4
0,0,0,0,5/15/2016 9:00,0,0,0,0,18,11,63.61,0,9.4
0,0,0,0,5/15/2016 10:00,0,0,0,0,20,10,52.53,0,3.6
0,0,0,0,5/15/2016 11:00,0,0,0,0,21,9,46.31,0,5.3
0,0,0,0,5/15/2016 12:00,0,0,0,0,22,10,46.45,0,5.4
0,0,0,0,5/15/2016 13:00,0,0,0,0,22,9,43.44,0,1.8
0,0,0,0,5/15/2016 14:00,0,0,0,0,23,10.9,46.44,0,12.5
0,0,0,0,5/15/2016 15:00,0,0,0,0,21,10,49.39,0,11.2
0,0,0,0,5/15/2016 16:00,0,0,0,0,22,11,49.66,0,16.6
0,0,0,0,5/15/2016 17:00,0,0,0,0,21,11.9,55.94,0,5.5
0,0,0,0,5/15/2016 18:00,0,0,0,0,20,10,52.53,0,11.2
0,0,0,0,5/15/2016 19:00,0,0,0,0,18,13,72.57,0,22.3
0,0,0,0,5/15/2016 20:00,0,0,0,0,12.1,10,86.92,0,46.3
0,0,0,0,5/15/2016 21:00,0,0,0,0,11,8,81.74,0,48.2
0,0,0,0,5/15/2016 22:00,0,0,0,0,10,7,81.61,0,38.9
0,0,0,0,5/15/2016 23:00,0,0,0,0,9,6.8,86.44,0,26.7
0,0,0,0,5/16/2016 0:00,0,0,0,0,9,6,81.48,0,29.5
0,0,0,0,5/16/2016 1:00,0,0,0,0,9,6,81.48,0,20.5
0,0,0,0,5/16/2016 2:00,0,0,0,0,8,6.8,92.03,0,15.9
0,0,0,0,5/16/2016 3:00,0,0,0,0,8,7,93.4,0,9.4
0,0,0,0,5/16/2016 4:00,0,0,0,0,8,8,100,0,5.4
0,0,0,0,5/16/2016 5:00,0,0,0,0,8,7.8,99.02,0,5.3
0,0,0,0,5/16/2016 6:00,0,0,0,0,8,7,93.4,0,9.4
9,81,0,0,5/16/2016 7:00,39.3,5.52,5.12,690854.5,8,7,93.4,0,11.2
8,82,0,0,5/16/2016 8:00,39.3,5.52,5.12,690854.5,8,7.8,98.79,0,14.2
7,83,0,0,5/16/2016 9:00,39.3,5.52,5.12,690854.5,8,5,81.35,0,18.4
10,79,0,0,5/16/2016 10:00,39.3,5.52,5.12,690854.5,7,6,93.35,0,22.3
12,77,0,0,5/16/2016 11:00,39.3,5.52,5.12,690854.5,8.9,5.8,81,0,21.2
14,75,0,0,5/16/2016 12:00,39.3,5.52,5.12,690854.5,10,6,76.19,0,13
12,77,0,0,5/16/2016 13:00,39.3,5.52,5.12,690854.5,11,6,71.27,0,13
12,77,0,0,5/16/2016 14:00,39.3,5.52,5.12,690854.5,10,5.9,75.63,0,23.1
13,76,0,0,5/16/2016 15:00,39.3,5.52,5.12,690854.5,9,5,76.02,0,16.6
14,75,0,0,5/16/2016 16:00,39.3,5.52,5.12,690854.5,10,5,71.08,0,11.2
17,75,0,0,5/16/2016 17:00,39.3,5.52,5.12,690854.5,10.9,4.9,66.28,0,10.9
12,77,0,0,5/16/2016 18:00,39.3,5.52,5.12,690854.5,10,6,76.19,0,7.6
10,79,0,0,5/16/2016 19:00,39.3,5.52,5.12,690854.5,11,6,71.27,0,3.6
9,81,0,0,5/16/2016 20:00,39.3,5.52,5.12,690854.5,9,5.9,81.01,0,3.6
9,81,0,0,5/16/2016 21:00,39.3,5.52,5.12,690854.5,8,6,87.19,0,1.8
9,81,0,0,5/16/2016 22:00,39.3,5.52,5.12,690854.5,8,7,93.4,0,5.4
9,81,0,0,5/16/2016 23:00,39.3,5.52,5.12,690854.5,8,6.9,92.72,0,1.8
9,81,0,0,5/17/2016 0:00,39.3,5.52,5.12,690854.5,8,7,93.4,0,0
9,81,0,0,5/17/2016 1:00,39.3,5.52,5.12,690854.5,8,6,87.19,0,5.4
8,82,0,0,5/17/2016 2:00,39.3,5.52,5.12,690854.5,8,6.9,92.95,0,1.8
8,82,0,0,5/17/2016 3:00,39.3,5.52,5.12,690854.5,8,7,93.4,0,3.6
8,82,0,0,5/17/2016 4:00,39.3,5.52,5.12,690854.5,8,7,93.4,0,3.6
8,82,0,0,5/17/2016 5:00,39.3,5.52,5.12,690854.5,7,6,93.22,0,0
8,82,0,0,5/17/2016 6:00,39.3,5.52,5.12,690854.5,7,7,100,0,1.8
10,79,0,0,5/17/2016 7:00,39.3,5.52,5.12,690854.5,9,8,93.45,0,5.4
12,77,0,0,5/17/2016 8:00,39.3,5.52,5.12,690854.5,9.9,7.8,86.83,0,1.9
13,76,0,0,5/17/2016 9:00,39.3,5.52,5.12,690854.5,12,7,71.46,0,1.8
14,75,0,0,5/17/2016 10:00,39.3,5.52,5.12,690854.5,13,7,66.93,0,3.6
16,75,0,0,5/17/2016 11:00,39.3,5.52,5.12,690854.5,15,5.8,54.28,0,12.5
17,75,0,0,5/17/2016 12:00,39.3,5.52,5.12,690854.5,16,5,48.02,0,11.2
18,75,0,0,5/17/2016 13:00,39.3,5.52,5.12,690854.5,16,5,48.02,0,16.6
24,75,0,0,5/17/2016 14:00,39.3,5.52,5.12,690854.5,17,2.9,39,0,9.2
22,75,0,0,5/17/2016 15:00,39.3,5.52,5.12,690854.5,18,3,36.76,0,11.2
25,75,0,0,5/17/2016 16:00,39.3,5.52,5.12,690854.5,17,3,39.16,0,16.6
28,75,0,0,5/17/2016 17:00,39.3,5.52,5.12,690854.5,17,2.9,38.95,0,15.6
25,75,0,0,5/17/2016 18:00,39.3,5.52,5.12,690854.5,17,2,36.47,0,18.4
15,75,0,0,5/17/2016 19:00,39.3,5.52,5.12,690854.5,16,2,38.86,0,14.8
12,77,0,0,5/17/2016 20:00,39.3,5.52,5.12,690854.5,13,4,54.12,0,7.6
11,78,0,0,5/17/2016 21:00,39.3,5.52,5.12,690854.5,8,4,75.85,0,7.6
10,79,0,0,5/17/2016 22:00,39.3,5.52,5.12,690854.5,11,4,62.01,0,5.4
9,81,0,0,5/17/2016 23:00,39.3,5.52,5.12,690854.5,9,4,70.92,0,5.3
8,82,0,0,5/18/2016 0:00,39.3,5.52,5.12,690854.5,7,4,81.21,0,5.4
8,82,0,0,5/18/2016 1:00,39.3,5.52,5.12,690854.5,6,4,87,0,3.6
7,83,0,0,5/18/2016 2:00,39.3,5.52,5.12,690854.5,6,3.9,86.79,0,1.9
7,83,0,0,5/18/2016 3:00,39.3,5.52,5.12,690854.5,6,4,87,0,1.8
6,84,0,0,5/18/2016 4:00,39.3,31.12,2.56,690854.5,6,4,87,0,5.4
7,83,0,0,5/18/2016 5:00,39.3,31.12,2.56,690854.5,4.9,3.9,92.97,0,3.6
